"FECHA";"EST";"MUNICIPIO";"PARAJE";"TMED";"TMAX";"TMIN";"HRMED";"HRMAX";"HRMIN";"PREC";"RADMED";"VVMED";"VVMAX";"DVMED";"ETO"
11/08/20;"MO31";"Molina Segura";"El Llano";27,79;33,29;22,69;60,69;87,7;29,94;0;259,95;1,25;9,02;93,98;5,27
11/08/20;"MO41";"Abanilla";"La Jaira";26,94;32,84;21,73;53,45;85,43;25,18;0,4;261,75;1,63;8,92;76,45;5,64
11/08/20;"MO51";"Fortuna";"Charco Taray";27,21;32,57;22,37;56,88;88,8;26,92;0,41;257,35;1,5;7,13;65,09;5,42
11/08/20;"MO62";"Ojós";"Loma del Aire";28,59;33,14;25,16;58,43;86,43;32,04;0,1;226,12;1,83;7,88;86,68;5,38
11/08/20;"MU21";"Beniel";"Los Alamos";27,23;32;23,09;69,98;92,5;40,9;2,38;284,76;2,24;7,51;73,39;5,89
11/08/20;"MU31";"Murcia";"La Vereda";27,43;32,6;23,06;67,51;89,52;36,4;0,4;249,03;1,79;7,47;94,62;5,4
11/08/20;"MU52";"Murcia";"Cabezo Plata";29,99;33,68;26,54;75,61;99,83;41,89;2,3;255,1;2,8;11,23;82,62;5,95
11/08/20;"MU62";"Murcia";"La Alberca";28,15;33,26;24,45;58,88;81,55;28,64;0,7;251,19;1,24;6,53;62,37;5,26
11/08/20;"TP22";"San Javier";"Santiago de la Ribera";27,35;29,76;25,51;68,95;85,12;54,93;1,3;213,25;2,56;7,48;45,97;4,8
11/08/20;"TP42";"Torre Pacheco";"Torre Blanca";27,54;30,61;25,14;73,58;92,22;53,92;1,7;204,44;3,56;10,78;47,06;4,98
11/08/20;"TP52";"San Javier";"El Mirador";26,83;29,66;24,41;69,35;92,6;45,23;0,2;241,33;2,97;8,39;50,97;5,35
11/08/20;"TP73";"Torre Pacheco";"Los Infiernos";27,32;30,92;24,63;76,46;99,9;48,88;1,2;235,36;2,56;9,8;49,62;5,03
11/08/20;"TP91";"Torre Pacheco";"Torre Pacheco";27,52;30,92;24,81;80,7;99,9;50,42;1,8;238,48;2,09;8,82;47,36;4,88
12/08/20;"AL31";"Totana";"Lebor";27,08;33,79;20,59;56,38;77,3;34,7;0;282,09;1,7;6,98;162,45;5,91
12/08/20;"AL41";"Alhama";"La Calavera";26,95;32,58;21,85;52,31;66,83;42,05;0;308,64;3,12;9,76;145,79;7,05
12/08/20;"AL52";"Librilla";"Los Palomos";27,58;34,08;20,71;52,01;73,3;34,42;0;295,83;2,19;10,76;213,81;6,53
12/08/20;"AL62";"Mazarrón";"Cañada Gallego";26,29;29,25;22,27;66,63;82,37;55,82;0;281,97;1,72;7,15;175,69;5,17
12/08/20;"AL91";"Mazarrón";"Leiva";26,27;30,08;22,07;67,82;84,66;56,11;0;298,23;1,6;7,19;196,61;5,36
12/08/20;"CA12";"Cartagena";"La Palma";26,59;31,04;21,87;67,11;85,75;48,16;0;293,35;1,61;8,43;200,42;5,47
12/08/20;"CA21";"Murcia";"Corvera";26,46;32,1;21,65;61,83;78,2;44,02;0;290,51;2,32;7,24;227,53;6,09
12/08/20;"CA42";"Fuente Alamo";"Balsapintada";26,58;32,62;21,13;67,4;95,3;47,37;0;292,78;1,22;4,92;243,49;5,34
12/08/20;"CA52";"Cartagena";"La Aljorra";27,04;32,18;21,45;68,37;88,7;47,03;0;268,22;1,64;7,88;180,24;5,27
12/08/20;"CA73";"Cartagena";"Los Belones";26,11;29,04;22,65;74,26;92,35;60,53;0,1;262,27;1,27;5,55;242,28;4,63
12/08/20;"CA91";"Fuente Alamo";"Campillo Abajo";25,71;31,1;20,61;66,79;89,05;49,75;0;303,9;1,04;6,04;202,54;5,26
12/08/20;"CI22";"Blanca";"Estación de Blanca";26,78;33,6;20,87;46,37;62,05;29,45;0;261,32;1,23;6,23;182,18;5,37
12/08/20;"CI32";"Ulea";"Estación Ulea";27,14;34,19;20,52;52,45;75;30,01;0;298,9;2,81;9,1;200,29;7,18
12/08/20;"CI42";"Cieza";"La Carrichosa";24,69;31,7;17,72;66,65;93,13;41,65;3,4;188,89;0,64;5,27;246,09;3,57
12/08/20;"CI52";"Calasparra";"Rotas";23,89;31,69;18,25;66,33;89,07;33,07;15,8;237,3;0,81;7,45;293,93;4,34
12/08/20;"CI71";"Calasparra";"Llano de las olivericas";24,1;31,38;18,81;71,61;94,63;41,29;9,3;183,13;0,73;4,17;325,36;3,56
12/08/20;"CR12";"Caravaca";"Barranda";20,99;28,71;14,22;65,76;85,2;29,32;9,1;206,89;0,98;6,61;164;3,96
12/08/20;"CR32";"Cehegin";"El Chaparral";24,24;34,52;16,03;55,94;80,2;26,12;0,4;239,71;0,96;11,17;204,66;4,78
12/08/20;"CR42";"Moratalla";"Venta Ulea";23,35;31,08;16,31;69,26;95,2;40,02;8,94;247,73;1,51;16,78;128,36;4,8
12/08/20;"CR52";"Cehegin";"La Torrecica";23,43;32,01;17,49;62,5;80,39;32,36;12,2;196,75;0,56;6,41;72,15;3,67
12/08/20;"CR61";"Moratalla";"Casas del Rey";21,15;28,7;14,4;69,69;99,9;31;0,1;;1,25;4,7;;
12/08/20;"JU12";"Jumilla";"Cañada del Judio";24,25;30,62;17,91;57,4;80,77;35,59;24;231,52;1,02;13,13;103,3;4,4
12/08/20;"JU42";"Yecla";"Las Moratillas";23,42;31,63;15,29;59,3;79,9;27,44;0;262,04;1,02;5,09;117,48;4,72
12/08/20;"JU52";"Yecla";"Pinillos";22,92;32,02;16,49;61,81;88,62;28,47;21;223,12;0,78;10,98;275,38;4,18
12/08/20;"JU62";"Jumilla";"Miraflores";23,73;29,95;17,27;60,65;81,39;39;4,2;268,3;1,39;9,84;138,64;4,98
12/08/20;"JU71";"Jumilla";"Las Encebras";25,28;32,25;17,49;52,55;74,7;30,74;0;226,3;2,2;11,64;139,42;5,58
12/08/20;"JU81";"Jumilla";"Roman";25,49;33,34;18,58;52,49;77,04;28,89;1,9;241,43;1,33;9,58;177,79;5,12
12/08/20;"LO11";"Lorca";"Purias";26,59;31,71;21,78;57,51;86,4;44,64;0;292,03;2,54;9;162,11;6,05
12/08/20;"LO21";"Lorca";"Pozohiguera";25,76;29,41;21,61;64,5;96,1;47,79;0;296,93;3,09;9,13;122,96;5,76
12/08/20;"LO31";"Aguilas";"La Pilica";27,39;29,75;24,27;71,61;89,1;54,14;0;281,43;1,21;4,4;132,73;5,07
12/08/20;"LO41";"Lorca";"La Paca";24,07;31,67;17,02;56,59;74,8;32,49;0;302,86;2,61;10,04;130,53;6,55
12/08/20;"LO51";"Aguilas";"Tebar";25,96;28,71;22,59;65,33;97,87;41,54;0;282,37;1,8;7,78;159,08;5,24
12/08/20;"LO61";"Puerto Lumbreras";"El Esparragal";26,55;31,67;21,59;50,8;76,75;37,68;0;300,2;2,41;10,92;207,15;6,36
12/08/20;"ML12";"Mula";"Yechar";27,07;34,4;18,9;51,95;77,7;33,9;0;;1,63;5,6;;6,13
12/08/20;"ML21";"Mula";"Mula";26,62;33,74;20,74;49,84;69,26;32,86;0;304,63;2,07;8,87;181,44;6,58
12/08/20;"MO12";"Torres de Cotillas";"Pilica";27,72;34,61;21,99;50,99;66,04;33,72;0;311,02;1,88;7,17;227,87;6,64
12/08/20;"MO22";"Molina Segura";"Campotejar";27,63;34,84;21,62;45,97;74,93;26,12;0;293,09;2,19;8,98;228,56;6,82
12/08/20;"MO31";"Molina Segura";"El Llano";28,3;35,67;20,16;49,67;79,58;28,7;0;287,97;1,19;9,21;171,49;5,72
12/08/20;"MO41";"Abanilla";"La Jaira";27,15;34,78;20,47;52,13;82,52;26,6;0,1;289,33;1,28;6,96;209,53;5,77
12/08/20;"MO51";"Fortuna";"Charco Taray";27,54;35,49;21,27;53,74;83,3;29,37;0;292,01;1,57;6,74;234,87;6,16
12/08/20;"MO62";"Ojós";"Loma del Aire";29,12;36,05;23,15;52,05;74,51;31,4;0;251,28;0,96;7,43;107,48;5,16
12/08/20;"MU21";"Beniel";"Los Alamos";27,65;34,67;21,31;59,38;80,1;37,36;0;327,86;1,44;6,09;197,14;6,29
12/08/20;"MU31";"Murcia";"La Vereda";28,05;35,29;21,85;52,84;70,2;34,93;0;284,18;1;7,02;190,6;5,5
12/08/20;"MU52";"Murcia";"Cabezo Plata";29,66;35,95;23,94;63,21;88,22;45,17;0,1;305,54;2,11;8,98;214,47;6,55
12/08/20;"MU62";"Murcia";"La Alberca";28,43;34,97;22,39;46,3;68,71;27,72;0;304,82;1,22;7,35;197,26;6
12/08/20;"TP22";"San Javier";"Santiago de la Ribera";27,36;32,96;22,16;62,21;85,33;40,86;0;282,48;1,35;5,59;230,38;5,47
12/08/20;"TP42";"Torre Pacheco";"Torre Blanca";27,2;32,19;22,28;68,54;90,07;48,94;0;279,88;2,42;9,41;237,62;5,75
12/08/20;"TP52";"San Javier";"El Mirador";26,85;31,9;22,15;62,45;91,92;42,35;0,3;294,02;1,67;8,43;231,01;5,64
12/08/20;"TP73";"Torre Pacheco";"Los Infiernos";26,66;31,56;21,46;73,62;99,9;50,45;0;281,7;1,93;7,64;226,63;5,33
12/08/20;"TP91";"Torre Pacheco";"Torre Pacheco";26,74;31,56;21,77;80,22;99,95;50,45;0;281,49;1,64;7,64;226,25;5,23
13/08/20;"AL31";"Totana";"Lebor";26,83;33,91;20,51;51,84;77,6;29,68;0;301,42;1,4;5,71;83,16;5,93
13/08/20;"AL41";"Alhama";"La Calavera";26,49;34,77;18,53;49,83;75,14;23,18;0;316,32;1,96;8,6;174,65;6,79
13/08/20;"AL52";"Librilla";"Los Palomos";27,78;35,73;20,55;51,31;81,2;28,43;0;301,87;1,3;5,33;279,74;6,02
13/08/20;"AL62";"Mazarrón";"Cañada Gallego";25,62;31,11;20,22;61,97;84,48;34,99;0;318,17;1,11;6,17;120,57;5,53
13/08/20;"AL91";"Mazarrón";"Leiva";26,15;33,16;19,68;61,37;87,32;30,55;0;309,29;1,4;6,17;189,32;5,86
13/08/20;"CA12";"Cartagena";"La Palma";26,64;33,16;19,26;62,4;84,92;36,27;0;312,35;1,31;8,53;213,99;5,76
13/08/20;"CA21";"Murcia";"Corvera";27,3;33,64;21,15;51,37;78,6;32,13;0;303,54;1,26;6,26;224,84;5,8
13/08/20;"CA42";"Fuente Alamo";"Balsapintada";26,8;34,28;18,9;57,67;92,8;28,51;0;298,52;0,87;5,21;237,63;5,34
13/08/20;"CA52";"Cartagena";"La Aljorra";27,01;34,17;19,71;58,33;87,1;34,75;0;304,13;1,38;7,06;198,95;5,84
13/08/20;"CA73";"Cartagena";"Los Belones";25,82;30,26;20,93;73,4;91,43;49,17;0;285,71;0,95;4,67;219,93;4,92
13/08/20;"CA91";"Fuente Alamo";"Campillo Abajo";26,39;33,73;19,1;51,56;85,67;26,86;0;316,03;0,83;5,88;209,78;5,47
13/08/20;"CI22";"Blanca";"Estación de Blanca";28,07;35,84;22,24;46,21;70,97;16,01;0;317,49;1;4,74;224,82;5,97
13/08/20;"CI32";"Ulea";"Estación Ulea";27,97;35,58;21,02;53,9;85,4;19,53;0;319,85;1,66;6,11;56,1;6,67
13/08/20;"CI42";"Cieza";"La Carrichosa";27,25;36,17;18,87;60,39;96,03;22,82;0;309,46;0,77;6,41;139,67;5,52
13/08/20;"CI52";"Calasparra";"Rotas";26,68;35,24;18,31;55,65;90,15;21,11;0,1;321,28;0,76;4,96;72,07;5,54
13/08/20;"CI71";"Calasparra";"Llano de las olivericas";26,9;35,34;19,3;60,75;94,97;25,12;0,1;286,27;0,71;4,15;28,07;5,13
13/08/20;"CR12";"Caravaca";"Barranda";22,25;30,88;13,07;52,53;88,63;20,08;0;308,24;1;6,63;193,19;5,21
13/08/20;"CR32";"Cehegin";"El Chaparral";25,77;34,58;15,66;50,02;86,7;22,4;0;306,88;0,84;6,86;126,99;5,36
13/08/20;"CR42";"Moratalla";"Venta Ulea";25,49;34,32;17,03;60,72;91,9;28,25;0,2;318,4;1,63;6,55;136,84;6,23
13/08/20;"CR52";"Cehegin";"La Torrecica";25,81;34,46;16,9;51,73;84,78;22,94;0;313,59;0,53;5,43;132,59;5,11
13/08/20;"CR61";"Moratalla";"Casas del Rey";23,55;32,1;16,5;45,75;67;18,4;0;;1,3;4,7;;
13/08/20;"JU12";"Jumilla";"Cañada del Judio";26,22;34,06;18,91;55,91;87,25;22,37;0;308,23;0,66;5,39;128,69;5,22
13/08/20;"JU42";"Yecla";"Las Moratillas";24,98;33,8;15,43;54,17;94,6;16,69;0;293,58;0,68;5;310,87;4,97
13/08/20;"JU52";"Yecla";"Pinillos";24,71;33,38;16,61;59,94;93,15;19,91;0;291,24;0,53;5,98;231,36;4,77
13/08/20;"JU62";"Jumilla";"Miraflores";25,9;33,85;17,1;54,56;93,98;15,87;0;324,49;0,89;5,06;327,57;5,59
13/08/20;"JU71";"Jumilla";"Las Encebras";27,04;35,52;18,04;47,61;85,1;12,86;0;319,03;1,23;6,4;145,15;6,11
13/08/20;"JU81";"Jumilla";"Roman";26,95;35,49;18,65;49,89;84,18;14,92;0;317,78;0,88;6,43;254,61;5,66
13/08/20;"LO11";"Lorca";"Purias";27,21;34,16;20,69;45,24;70,5;21,62;0;301,32;1,75;7,17;139,19;6,45
13/08/20;"LO21";"Lorca";"Pozohiguera";26,14;31,04;19,99;51,25;75,8;30,94;0;308,38;2,64;8,52;112,09;6,61
13/08/20;"LO31";"Aguilas";"La Pilica";27,1;30,34;22,71;59,54;76,5;34,57;0;303,88;1,07;3,98;104,12;5,41
13/08/20;"LO41";"Lorca";"La Paca";24,76;33,17;16,94;49,27;80,7;23,75;0;319,94;1,54;6,11;88,62;6,15
13/08/20;"LO51";"Aguilas";"Tebar";26,51;30,89;21,86;49,8;76,84;31,46;0;309,2;1,63;7,15;162,9;5,95
13/08/20;"LO61";"Puerto Lumbreras";"El Esparragal";26,43;33,92;19,24;40,83;69,77;19,84;0;313,99;1,73;7,96;195,43;6,52
13/08/20;"ML12";"Mula";"Yechar";27,88;36,9;18,7;50,3;88,4;22,3;0;;0,85;4,3;;5,72
13/08/20;"ML21";"Mula";"Mula";27,73;35,58;20,5;45,24;73,94;21,16;0;313,66;1,32;7,34;160,45;6,23
13/08/20;"MO12";"Torres de Cotillas";"Pilica";28,47;35,32;22,32;50,88;75,5;26,98;0;314,17;1,07;5,82;172,9;5,96
13/08/20;"MO22";"Molina Segura";"Campotejar";28;35,79;21,21;50,52;79,86;19;0;309,96;1,31;6,1;43,9;6,22
13/08/20;"MO31";"Molina Segura";"El Llano";28,51;36,57;20,03;55,56;94,5;21,42;0;295,55;0,66;5,78;95,12;5,28
13/08/20;"MO41";"Abanilla";"La Jaira";27,11;35,64;20,03;54,99;84,22;21,59;0;296,99;0,94;6,37;80,53;5,56
13/08/20;"MO51";"Fortuna";"Charco Taray";27,9;36,01;21,65;56,53;83,9;21,27;0;304,03;0,95;5,12;0,32;5,74
13/08/20;"MO62";"Ojós";"Loma del Aire";29,71;36,26;23,33;53,34;79,85;25,12;0;255,73;1,01;5,61;89,21;5,3
13/08/20;"MU21";"Beniel";"Los Alamos";27,85;35,58;20,23;60,16;89,9;28,62;0;342,23;1,18;4,8;155,98;6,31
13/08/20;"MU31";"Murcia";"La Vereda";28,28;35,85;22,02;51,45;77,15;29,23;0;292,11;1,1;6,59;161,73;5,76
13/08/20;"MU52";"Murcia";"Cabezo Plata";31,11;37,91;23,86;54,39;82,33;33,25;0;311,45;1,24;6,84;157,26;6,37
13/08/20;"MU62";"Murcia";"La Alberca";29,48;36,84;22,64;41,18;70,09;22,02;0;309,37;0,81;5,92;185,26;5,71
13/08/20;"TP22";"San Javier";"Santiago de la Ribera";26,7;33,53;19,81;60,85;85,3;33,57;0;303,17;0,99;5,14;267,74;5,45
13/08/20;"TP42";"Torre Pacheco";"Torre Blanca";26,98;33,97;18,97;66,26;92,53;39,75;0;297,26;1,63;8,23;260,21;5,8
13/08/20;"TP52";"San Javier";"El Mirador";26,33;32,8;18,75;57,54;88,77;35,09;0;314,59;1,03;5,66;282,11;5,52
13/08/20;"TP91";"Torre Pacheco";"Torre Pacheco";26,63;33,59;19,17;66,88;99,9;35,78;0;311,18;1,21;6,37;254,84;5,66
14/08/20;"AL31";"Totana";"Lebor";25,22;32,34;18,34;57,09;82,8;32,66;0;307,47;1,74;6,53;95,99;5,97
14/08/20;"AL41";"Alhama";"La Calavera";25,15;33,45;15,48;53,85;78,5;21,34;0;323,69;2,28;9,27;143,61;6,91
14/08/20;"AL52";"Librilla";"Los Palomos";25,89;34,27;17,62;54,72;84,9;29,89;0;305,45;1,33;7,96;288,59;5,81
14/08/20;"AL62";"Mazarrón";"Cañada Gallego";24,35;28,83;19,03;71,03;86,53;48,13;0;318,45;1,31;5,98;102,59;5,29
14/08/20;"AL91";"Mazarrón";"Leiva";25,06;31,4;18,24;68;88,82;38,09;0;314,93;1,16;5,61;195,56;5,44
14/08/20;"CA12";"Cartagena";"La Palma";25,89;32,71;18,44;58,84;79,42;28,33;0;316,26;0,95;7,74;91,87;5,46
14/08/20;"CA21";"Murcia";"Corvera";25,71;31,69;18,98;53,69;77;34,86;0;310,25;1,46;5,77;72,62;5,74
14/08/20;"CA42";"Fuente Alamo";"Balsapintada";25,89;33,17;17,99;60,21;87,1;28,85;0;306,03;0,89;5,38;170,16;5,32
14/08/20;"CA52";"Cartagena";"La Aljorra";26,25;33,41;19,29;60,49;82,4;26,82;0;309,93;1,46;5,31;178,69;5,98
14/08/20;"CA73";"Cartagena";"Los Belones";25,46;28,99;20,78;74,37;89,72;52,23;0;289,27;0,84;4,33;188,18;4,82
14/08/20;"CA91";"Fuente Alamo";"Campillo Abajo";25,28;32,94;18,06;57,88;85,23;21,19;0;324,5;0,86;5,02;202,06;5,47
14/08/20;"CI22";"Blanca";"Estación de Blanca";26,02;32,27;17,63;49,77;71,86;32,88;0;317,32;1,04;5,55;91,22;5,52
14/08/20;"CI32";"Ulea";"Estación Ulea";26,08;31,75;18,82;59,1;80,8;37,99;0;318,92;1,97;6,99;91,5;6,12
14/08/20;"CI42";"Cieza";"La Carrichosa";25,97;33,49;17,39;62,93;94,27;34,03;0;307,18;1,53;8,76;138,85;5,82
14/08/20;"CI52";"Calasparra";"Rotas";26,37;34,22;17,98;49,7;80,34;24,81;0;321,52;0,93;6,27;102,4;5,63
14/08/20;"CI71";"Calasparra";"Llano de las olivericas";25,98;33,6;18,42;61,05;89,88;34,96;0;286,91;1,03;6,9;65,58;5,25
14/08/20;"CR12";"Caravaca";"Barranda";21,91;30,24;13,21;51,49;76,09;25,32;0;309,43;1,27;5,59;140,28;5,4
14/08/20;"CR32";"Cehegin";"El Chaparral";24,65;33,27;13,93;45,25;79,15;24,42;0;309,08;1,34;9,9;143,27;5,75
14/08/20;"CR42";"Moratalla";"Venta Ulea";25,33;33,41;17,53;54,33;81,9;31,58;0;320,18;2,02;8,19;123,29;6,47
14/08/20;"CR52";"Cehegin";"La Torrecica";24,99;33,27;16,37;48,95;78,32;23,15;0;316,28;0,71;5,84;108,75;5,22
14/08/20;"CR61";"Moratalla";"Casas del Rey";23,61;31,3;16,1;48,5;91,5;25,4;0;;1,55;4,7;;
14/08/20;"JU12";"Jumilla";"Cañada del Judio";25,3;32,35;18,88;55,35;79,18;31,44;0;309,03;1,23;6,47;161,44;5,63
14/08/20;"JU42";"Yecla";"Las Moratillas";23,91;31,26;15,76;56,39;87,9;28,84;0;295,29;1;4,66;106,95;5,11
14/08/20;"JU52";"Yecla";"Pinillos";23,86;30,75;16,49;59,99;92,72;31,84;0;291,34;0,84;6,17;118,93;4,89
14/08/20;"JU62";"Jumilla";"Miraflores";24,97;32,95;17,08;56,77;89,18;30,65;0;323,71;1,35;6,19;171,77;5,88
14/08/20;"JU71";"Jumilla";"Las Encebras";25,61;32,13;17,92;49,66;73,99;28,02;0;319,55;1,86;7,17;132,43;6,28
14/08/20;"JU81";"Jumilla";"Roman";25,85;32,84;17,63;47,49;71,57;27,37;0;316,96;1,26;6,61;194,5;5,79
14/08/20;"LO11";"Lorca";"Purias";25,6;33,71;17,24;49,26;73,9;28,04;0;307,18;1,97;6,96;134,02;6,44
14/08/20;"LO21";"Lorca";"Pozohiguera";24,44;30,61;19,05;58,79;80,7;33,96;0;313,54;2,68;8,16;97,54;6,47
14/08/20;"LO31";"Aguilas";"La Pilica";25,9;28,83;22,23;67,87;77,3;56,6;0;305,63;1,3;5,61;92,83;5,26
14/08/20;"LO41";"Lorca";"La Paca";23,76;32,24;15,42;48,14;70,4;23,42;0;321,67;1,88;6,68;101,54;6,39
14/08/20;"LO51";"Aguilas";"Tebar";25,35;30,28;20,2;52,74;80,89;41,64;0;313,01;1,62;7,13;114,33;5,7
14/08/20;"LO61";"Puerto Lumbreras";"El Esparragal";24,78;32,8;15,94;48,65;72,31;23,33;0;319,12;1,81;7,62;194,58;6,35
14/08/20;"ML12";"Mula";"Yechar";25,63;34,4;15;52,04;85,4;29,8;0;;1,04;4;;5,6
14/08/20;"ML21";"Mula";"Mula";25,85;33,38;17,16;45,9;67,88;26,83;0;315,7;1,56;7,06;141,17;6,13
14/08/20;"MO12";"Torres de Cotillas";"Pilica";26,82;33,52;19,67;54,17;80;35,59;0;316,51;1,4;7,28;94,28;5,95
14/08/20;"MO22";"Molina Segura";"Campotejar";26,24;32,58;18,19;55,06;80,38;30,55;0;312,55;1,53;6,29;89,09;5,91
14/08/20;"MO31";"Molina Segura";"El Llano";26,7;33,66;17,72;60,13;94,4;34,01;0;299,35;0,87;7,06;121,25;5,24
14/08/20;"MO41";"Abanilla";"La Jaira";25,75;31,76;18,86;58,06;85,48;35,74;0;304,21;1,23;6,47;65,76;5,46
14/08/20;"MO51";"Fortuna";"Charco Taray";26,26;32,12;18,75;61,19;87,8;40,99;0;303,89;1,12;4,91;64,68;5,37
14/08/20;"MO62";"Ojós";"Loma del Aire";28,07;33,4;21,45;54,76;84,87;38,26;0;240,47;1,73;6,76;91,02;5,28
14/08/20;"MU21";"Beniel";"Los Alamos";25,89;32,18;17,59;63,22;85,7;37,45;0;345,8;1,56;6,58;102,45;6,12
14/08/20;"MU31";"Murcia";"La Vereda";26,5;33,82;19,32;53,68;77,09;33,9;0;296,77;1,26;8,45;133,28;5,65
14/08/20;"MU52";"Murcia";"Cabezo Plata";28,55;33,23;22,42;59,23;88,1;36,48;0;316,58;1,59;8,04;121,53;6,11
14/08/20;"MU62";"Murcia";"La Alberca";27,56;34,19;20,36;45,93;69,65;25,65;0;317,79;0,98;6;152,82;5,71
14/08/20;"TP22";"San Javier";"Santiago de la Ribera";25,01;30,53;17,49;65,99;81,27;46,61;0;308,78;0,92;4,57;75,79;5,1
14/08/20;"TP42";"Torre Pacheco";"Torre Blanca";25,5;30,88;17,09;65,96;85,62;46,87;0;304,44;1,63;6,86;93,6;5,43
14/08/20;"TP52";"San Javier";"El Mirador";25,08;30,23;17,77;58,22;78,76;38,38;0;324,67;1,23;6,21;90,41;5,51
14/08/20;"TP91";"Torre Pacheco";"Torre Pacheco";25,67;31,91;17,64;68,52;99,9;37,18;0;317,94;1,09;6,17;54,52;5,44
15/08/20;"AL31";"Totana";"Lebor";25,11;32,46;17,75;59,74;87,6;36,14;0;303,52;1,37;6,4;125,26;5,57
15/08/20;"AL41";"Alhama";"La Calavera";24,37;32,18;15,44;58,8;80,28;28,09;0;317,91;1,87;8,62;156,79;6,16
15/08/20;"AL52";"Librilla";"Los Palomos";25,84;34,37;17,71;59,21;84,8;31,75;0;302,75;1,69;8,18;251,58;6,09
15/08/20;"AL62";"Mazarrón";"Cañada Gallego";24,04;28,36;18,83;70,94;82,72;56,81;0;317,2;1,28;6,66;83,09;5,15
15/08/20;"AL91";"Mazarrón";"Leiva";24,44;29,86;17,8;67,12;86,15;49,26;0;310,68;1,29;6,72;203,3;5,23
15/08/20;"CA12";"Cartagena";"La Palma";25,62;30,43;19,2;64,34;81,92;42,94;0;317,43;1,54;8,43;205,35;5,62
15/08/20;"CA21";"Murcia";"Corvera";25,61;31,86;19,51;55,07;71,4;35,24;0;309,24;1,33;6,22;227,66;5,67
15/08/20;"CA42";"Fuente Alamo";"Balsapintada";25,34;32,78;17,99;61,11;85,1;38,49;0;304,35;0,99;4,57;226,17;5,31
15/08/20;"CA52";"Cartagena";"La Aljorra";26,13;31,97;20,33;65,48;86,9;42,22;0;306,33;1,35;6,9;187,98;5,55
15/08/20;"CA73";"Cartagena";"Los Belones";25,14;28,6;21,61;79,32;94,37;64,15;0;295,41;1,32;6,96;217,14;4,9
15/08/20;"CA91";"Fuente Alamo";"Campillo Abajo";24,74;30,94;18,17;60,8;86,72;38,26;0;320,09;0,9;6,37;199,82;5,28
15/08/20;"CI22";"Blanca";"Estación de Blanca";27,23;34,92;19,07;44,28;78,18;17,59;0;313,7;0,77;4,16;75,65;5,42
15/08/20;"CI32";"Ulea";"Estación Ulea";26,72;34,3;18,86;49,25;76,3;23,73;0;315,69;1,48;6,01;88,96;6,19
15/08/20;"CI42";"Cieza";"La Carrichosa";25,92;35,25;16,8;57,8;94,87;24,66;0;305,73;0,74;5,7;163,99;5,28
15/08/20;"CI52";"Calasparra";"Rotas";26,06;35,01;17,27;46,45;73,74;20,16;0;318,27;0,69;5,1;86,01;5,31
15/08/20;"CI71";"Calasparra";"Llano de las olivericas";26,01;34,68;17,76;54,46;93,6;25,6;0;284,7;0,61;4,33;65,47;4,88
15/08/20;"CR12";"Caravaca";"Barranda";22,44;31,41;12,08;44,4;83,97;12,06;0;310,94;1,19;8,21;231,8;5,47
15/08/20;"CR32";"Cehegin";"El Chaparral";24,07;33,45;12,98;47,32;76,52;23,91;0;303,14;0,79;6,76;144,23;5,08
15/08/20;"CR42";"Moratalla";"Venta Ulea";25,34;33,96;15,79;47,73;83,6;23,38;0;311,63;1,72;5,87;140,11;6,26
15/08/20;"CR52";"Cehegin";"La Torrecica";25,26;33,8;15,83;46,97;84,43;23,37;0;310,17;0,54;4,53;114,43;4,99
15/08/20;"CR61";"Moratalla";"Casas del Rey";24;31,5;16,3;37,41;69,1;23,8;0;;2,04;7,5;;
15/08/20;"JU12";"Jumilla";"Cañada del Judio";25,81;34,07;16,37;47,49;83,97;20,17;0;303,43;0,91;5,39;191,59;5,35
15/08/20;"JU42";"Yecla";"Las Moratillas";24,22;33,39;13,17;45,78;83,3;18,36;0;285,29;0,69;5,26;291,48;4,79
15/08/20;"JU52";"Yecla";"Pinillos";23,81;33,51;14,39;54,96;91,2;18,65;0;281,34;0,7;7,94;204,62;4,78
15/08/20;"JU62";"Jumilla";"Miraflores";25,39;33,64;14,88;46,49;84,25;22,08;0;321,12;1,01;5,27;266,15;5,59
15/08/20;"JU71";"Jumilla";"Las Encebras";26,25;34,7;16,39;42,7;74,56;16,88;0;315,16;1,58;7,66;118,42;6,34
15/08/20;"JU81";"Jumilla";"Roman";26,04;34,65;17,11;46,35;81,1;16,89;0;314,34;1,26;7,57;213,11;5,96
15/08/20;"LO11";"Lorca";"Purias";25,66;32,6;17,61;51,7;73,1;32,04;0;303;1,84;8,16;127,32;6,08
15/08/20;"LO21";"Lorca";"Pozohiguera";24,58;29,19;18,12;62,17;91,5;45,33;0;309,92;2,59;8,1;107,51;5,73
15/08/20;"LO31";"Aguilas";"La Pilica";25,69;28,38;21,14;69,19;80,7;61,37;0;304,9;1,2;4,5;129,83;5,08
15/08/20;"LO41";"Lorca";"La Paca";23,8;31,6;15,24;45,39;67,15;26,13;0;319,21;1,83;6,03;87,14;6,19
15/08/20;"LO51";"Aguilas";"Tebar";25,1;29,42;19,77;55,34;74,09;39,34;0;310,66;1,68;6,86;156,23;5,67
15/08/20;"LO61";"Puerto Lumbreras";"El Esparragal";24,95;31,36;16,16;47,36;70,18;27,83;0;314,39;1,63;7,78;200,67;5,9
