"FECHA";"EST";"MUNICIPIO";"PARAJE";"TMED";"TMAX";"TMIN";"HRMED";"HRMAX";"HRMIN";"PREC";"RADMED";"VVMED";"VVMAX";"DVMED";"ETO"
01/01/20;"AL31";"Totana";"Lebor";7,47;15,04;2,53;87,65;96,3;65,21;0,2;119,57;1,21;3,14;253,38;0,91
01/01/20;"AL41";"Alhama";"La Calavera";6,04;15,29;-0,55;82,91;91,35;61,3;0;124,52;0,59;4,12;135,46;0,73
01/01/20;"AL52";"Librilla";"Los Palomos";6,33;14,75;0,36;87,59;97,5;64,25;0,2;114,82;0,61;2,29;271,46;0,7
01/01/20;"AL62";"Mazarrón";"Cañada Gallego";9,87;14,18;5,06;82,66;90,2;69,29;0;136,13;0,75;4,7;332,09;0,79
01/01/20;"AL91";"Mazarrón";"Leiva";8,64;14,88;2,42;95,7;99,9;77,81;0,2;122,24;0,84;4,49;250,66;0,72
01/01/20;"CA12";"Cartagena";"La Palma";9,02;15,97;3,86;83,61;92,8;59,9;0,2;120,55;0,05;3,72;184,2;0,53
01/01/20;"CA21";"Murcia";"Corvera";9,04;14,33;5,32;88,09;99,8;68,22;0,21;118,88;1,01;3,95;307,22;0,81
01/01/20;"CA42";"Fuente Alamo";"Balsapintada";8,14;15,82;3,37;94,43;99,9;75,1;0,2;122,55;0,79;2,77;235,15;0,74
01/01/20;"CA52";"Cartagena";"La Aljorra";9,56;16,09;5,73;86,28;98,3;66,56;0,1;118,19;1,38;4,16;253,51;0,98
01/01/20;"CA73";"Cartagena";"Los Belones";10,2;14,86;7,78;91,13;97,83;74,71;0,1;99,47;0,41;3,16;251,34;0,68
01/01/20;"CA91";"Fuente Alamo";"Campillo Abajo";7,99;15,45;4,17;82,5;92,48;58,49;0;125,94;0,62;2,9;237,39;0,79
01/01/20;"CI22";"Blanca";"Estación de Blanca";8,29;14,02;2,84;77,67;89,22;54,99;0;120,88;0,98;4,29;289,27;0,89
01/01/20;"CI32";"Ulea";"Estación Ulea";7,85;14,25;3,18;88,16;99,9;57,78;0;99,22;1,8;5,86;331,03;1,09
01/01/20;"CI42";"Cieza";"La Carrichosa";6,53;13,59;2,01;87,14;97,95;59,11;0,1;94,02;0,3;2,5;262,07;0,57
01/01/20;"CI52";"Calasparra";"Rotas";6,62;13,99;1,98;80,62;90,72;51,56;0;109,63;0,34;2,96;347,16;0,6
01/01/20;"CI71";"Calasparra";"Llano de las olivericas";7,25;13,41;3,23;89,81;99,9;60,88;0;95,59;0,78;2,85;251,17;0,73
01/01/20;"CR12";"Caravaca";"Barranda";4,46;15,2;-1,02;74,27;92,2;32,44;0;119,84;1,22;3,37;232,41;1,3
01/01/20;"CR32";"Cehegin";"El Chaparral";4,64;14,03;-1,81;83,13;95,47;47,33;0,1;113,5;0,41;3,43;264,37;0,64
01/01/20;"CR42";"Moratalla";"Venta Ulea";5,71;14,38;1,57;91,33;99,9;57,75;0,2;102,17;0,96;2,92;182,74;0,85
01/01/20;"CR52";"Cehegin";"La Torrecica";5,63;14,62;0,26;83,31;95,32;49,26;0,2;119,01;0,37;3;124,87;0,64
01/01/20;"CR61";"Moratalla";"Casas del Rey";10,72;16,5;7,5;38,76;63;25,3;0;;0,5;1,9;;
01/01/20;"JU12";"Jumilla";"Cañada del Judio";6,23;13,19;2,42;83,99;92,27;58,61;0;88,39;0,84;3,14;26,65;0,8
01/01/20;"JU42";"Yecla";"Las Moratillas";5,73;14,75;-1,38;82,49;99,9;44,82;0,19;113,18;0,8;2,65;327,12;0,86
01/01/20;"JU52";"Yecla";"Pinillos";4,43;14,69;-1,24;86,08;96,02;47,19;0,2;89,94;0,46;2,45;267,9;0,68
01/01/20;"JU62";"Jumilla";"Miraflores";5,24;14,17;0,22;88,65;99,17;55,47;0;103,12;0,62;2,98;333,97;0,71
01/01/20;"JU71";"Jumilla";"Las Encebras";5,4;13,9;0,27;85,76;94,23;58,37;0;86,68;0,9;4,54;28,38;0,82
01/01/20;"JU81";"Jumilla";"Roman";5,76;13,14;1,52;82,66;90,12;56,62;0;78,73;0,45;3,25;299,71;0,64
01/01/20;"LO11";"Lorca";"Purias";7,72;15,47;1,85;90,87;99,1;68,01;0,2;119,21;0,79;3,11;88,72;0,79
01/01/20;"LO21";"Lorca";"Pozohiguera";7,8;14,34;3,41;92,88;99,9;70,9;0,2;114,69;1,44;3,7;96,42;0,88
01/01/20;"LO31";"Aguilas";"La Pilica";11,09;15,39;7,44;83,37;95;66,4;0,2;121,14;0,72;2,59;272,34;0,83
01/01/20;"LO41";"Lorca";"La Paca";6,12;15,13;1,03;80,79;95,5;50,47;0;126,59;1,28;3,38;62,05;1,11
01/01/20;"LO51";"Aguilas";"Tebar";9,18;14,19;6,49;89,66;99,92;67,6;0;119,16;1,12;4,31;75,81;0,86
01/01/20;"LO61";"Puerto Lumbreras";"El Esparragal";7,46;15,28;1,18;85,36;96,43;57,52;0,2;126,35;0,85;4,43;219,67;0,87
01/01/20;"ML12";"Mula";"Yechar";6,53;16;0,6;81,55;92,8;45,6;0;;0,38;1,8;;0,66
01/01/20;"MO12";"Torres de Cotillas";"Pilica";8,31;13,96;4,11;90,94;99,8;67,3;0,2;126,01;0,87;3,14;226,06;0,75
01/01/20;"MO22";"Molina Segura";"Campotejar";8,48;14,83;4,21;77,21;88,58;47,28;0;119,22;1,68;7,1;333,23;1,3
01/01/20;"MO31";"Molina Segura";"El Llano";6,52;15,86;-0,24;88,52;99,93;51;0;117,03;0,2;3,23;319,33;0,54
01/01/20;"MO41";"Abanilla";"La Jaira";8,23;14,66;4,29;80,88;90,65;53,49;0;113,96;0,72;3,53;283,59;0,81
01/01/20;"MO51";"Fortuna";"Charco Taray";8,98;14,54;5,97;87,61;99,1;56,48;0,2;121,96;1,05;4,17;312,86;0,9
01/01/20;"MO62";"Ojós";"Loma del Aire";8,96;13,69;5,59;85,6;99,15;57,28;0,1;113,22;0,46;3,35;334,18;0,67
01/01/20;"MU21";"Beniel";"Los Alamos";7,9;15,66;2,56;89,03;98,8;62,66;0,2;113,79;0,78;3,54;225,18;0,79
01/01/20;"MU31";"Murcia";"La Vereda";7,78;14,6;3,34;91,67;99,9;66,58;0;106,45;0,5;2,57;148,81;0,67
01/01/20;"MU52";"Murcia";"Cabezo Plata";9,54;15,19;5,45;89,53;99,48;64,31;0;120,17;0,65;3,67;220,53;0,75
01/01/20;"MU62";"Murcia";"La Alberca";8,07;14,78;2,25;81,4;90,82;58,34;0,1;115,29;0,21;1,94;182,5;0,56
01/01/20;"TP22";"San Javier";"Santiago de la Ribera";8,57;14,66;2,97;84,51;92,35;65,9;0;113,83;0,5;3,12;242,52;0,68
01/01/20;"TP42";"Torre Pacheco";"Torre Blanca";8,83;16,21;4,11;88,69;95,5;67,94;0,1;110,03;0,82;4,41;242,74;0,81
01/01/20;"TP52";"San Javier";"El Mirador";9,05;14,92;4,76;86,31;95,35;63,13;0,1;110;0,7;6,08;303,76;0,77
01/01/20;"TP73";"Torre Pacheco";"Los Infiernos";8,67;14,6;4,02;88,63;95,83;68,29;0;121,23;0,74;4,02;317,32;0,75
01/01/20;"TP91";"Torre Pacheco";"Torre Pacheco";8,77;15,58;4,66;94,89;99,9;74,73;0,2;108,44;0,84;4,12;292,97;0,74
02/01/20;"AL31";"Totana";"Lebor";8,4;11,85;4,26;88,57;97,2;75,5;0;40,57;1,02;2,7;268,17;0,67
02/01/20;"AL41";"Alhama";"La Calavera";9,21;12,3;4,68;82,15;91,23;66,24;0;42,47;0,88;3,86;251,27;0,76
02/01/20;"AL52";"Librilla";"Los Palomos";8,2;11,42;5,3;90,29;96,4;78,2;0;33,67;0,51;2,19;255,11;0,57
02/01/20;"AL62";"Mazarrón";"Cañada Gallego";11,13;13,46;6,92;75,93;86,1;62,02;0;59,88;0,67;3,53;331,56;0,79
02/01/20;"AL91";"Mazarrón";"Leiva";10,38;13,53;7,67;95,49;99,9;76,92;0;59,26;0,49;3,67;167;0,63
02/01/20;"CA12";"Cartagena";"La Palma";9,91;14,47;4,66;80,89;91,43;60,17;0,2;61,05;0,01;2,25;295,82;0,52
02/01/20;"CA21";"Murcia";"Corvera";9,44;11,82;5,43;84,48;99,9;70,9;0;47,03;0,74;3,77;271,1;0,66
02/01/20;"CA42";"Fuente Alamo";"Balsapintada";8,83;13,07;3,77;94,79;99,9;78,3;0;54,78;0,63;2,59;254,39;0,61
02/01/20;"CA52";"Cartagena";"La Aljorra";9,67;13,63;5,57;85,37;99;66,69;0;55,88;1,16;3,11;264,77;0,82
02/01/20;"CA73";"Cartagena";"Los Belones";10,49;14,38;7,02;84,73;96,6;63,2;0,1;72,92;0,46;2,53;238,78;0,7
02/01/20;"CA91";"Fuente Alamo";"Campillo Abajo";8,34;12,71;4,77;85,21;92,12;66,03;0;50,9;0,3;2,06;259,51;0,6
02/01/20;"CI22";"Blanca";"Estación de Blanca";7,25;8,88;5,6;82,71;87,05;77,78;0;26,68;0,95;5,31;287,06;0,65
02/01/20;"CI32";"Ulea";"Estación Ulea";7,71;9,67;6,05;89,77;98;82,3;0;25,94;1,75;6,32;311,55;0,61
02/01/20;"CI42";"Cieza";"La Carrichosa";6,76;8,71;5,12;89,88;97,97;82,37;0;32,48;0,44;3;319,19;0,51
02/01/20;"CI52";"Calasparra";"Rotas";5,39;8,46;1,57;86,72;92,53;80,07;0;39,9;0,55;2,94;326,67;0,52
02/01/20;"CI71";"Calasparra";"Llano de las olivericas";6,34;8,61;3,99;95,19;99,9;88,6;0;34,95;0,97;3;285,85;0,48
02/01/20;"CR12";"Caravaca";"Barranda";3,26;10,71;-1,1;79,41;88,87;51,74;0;120,26;1,19;3,31;219,19;0,91
02/01/20;"CR32";"Cehegin";"El Chaparral";3,17;7;-2,2;95,04;96,85;93,15;0,2;32,55;0,4;2,45;313,05;0,43
02/01/20;"CR42";"Moratalla";"Venta Ulea";4,29;7,18;0,7;99,13;99,9;94;0,2;42,03;0,74;2,48;312,45;0,43
02/01/20;"CR52";"Cehegin";"La Torrecica";3,54;7,1;-1,06;93,42;95,07;90,25;0,1;35,92;0,28;2,39;210,2;0,44
02/01/20;"CR61";"Moratalla";"Casas del Rey";10,56;15,2;7,5;48,16;68,6;32,3;0;;0,44;1,8;;
02/01/20;"JU12";"Jumilla";"Cañada del Judio";5,54;7,17;4,3;90,63;94,42;85,07;0;31,59;0,9;2,84;30,59;0,52
02/01/20;"JU42";"Yecla";"Las Moratillas";1,09;8,11;-2,68;97,37;99,9;82;0,1;71,25;0,72;2,7;358,01;0,47
02/01/20;"JU52";"Yecla";"Pinillos";1,86;5,9;-2,29;95,85;98,73;88,95;0,3;57,94;0,99;4,12;277,45;0,43
02/01/20;"JU62";"Jumilla";"Miraflores";3,08;6,92;-0,71;96,11;99,27;86,3;0;51,07;0,61;2,84;358,1;0,45
02/01/20;"JU71";"Jumilla";"Las Encebras";5,75;7,99;1,14;89,23;94,07;80,05;0,1;40,34;0,93;3,12;63,4;0,56
02/01/20;"JU81";"Jumilla";"Roman";6,43;8,03;3,89;83,37;88,3;78,14;0;30,78;0,39;2,57;244,99;0,53
02/01/20;"LO11";"Lorca";"Purias";7,53;11,14;5,25;93,65;98,9;80,5;0,2;51,62;0,73;2,38;308,28;0,59
02/01/20;"LO21";"Lorca";"Pozohiguera";7,4;10,75;4,28;98,6;99,9;87,4;0,1;44,07;1,45;3,01;36,48;0,56
02/01/20;"LO31";"Aguilas";"La Pilica";11,53;14,12;7,02;78,82;90,8;64,65;0;45,02;0,69;2,6;270,08;0,78
02/01/20;"LO41";"Lorca";"La Paca";3,41;6,88;-0,86;93,07;95,7;81,4;0,2;58,89;1,03;3,49;69,92;0,54
02/01/20;"LO51";"Aguilas";"Tebar";9,3;11,43;6,56;87,72;99,9;73,43;0;43,5;0,96;3,9;61,78;0,68
02/01/20;"LO61";"Puerto Lumbreras";"El Esparragal";7,21;11;3,66;89,5;95,1;72,57;0,1;45,83;0,69;2,74;226,47;0,64
02/01/20;"ML12";"Mula";"Yechar";8,23;11,1;4,8;86,63;91,5;72,8;0;;0,43;3,5;;0,59
02/01/20;"ML21";"Mula";"Mula";8,58;10,09;5,05;85,57;94,18;73,89;0,2;30,4;0,65;4,66;332,55;0,61
02/01/20;"MO12";"Torres de Cotillas";"Pilica";8,83;10,31;7,16;97,91;99,8;92,5;0;30,61;0,99;4,74;5,78;0,49
02/01/20;"MO22";"Molina Segura";"Campotejar";8,74;10,52;6,73;76,88;87,2;70,49;0;31,43;2,02;5,88;329,16;0,94
02/01/20;"MO31";"Molina Segura";"El Llano";9,38;11,15;7,22;88,49;99,9;79,58;0;33,06;0,87;4,21;336,35;0,59
02/01/20;"MO41";"Abanilla";"La Jaira";8,78;10,74;4,48;79,86;87,25;71,67;0;31,79;0,9;4,21;316,53;0,71
02/01/20;"MO51";"Fortuna";"Charco Taray";8,92;10,61;5,64;90,07;99,1;80,3;0;34,36;0,76;4,13;302,16;0,58
02/01/20;"MO62";"Ojós";"Loma del Aire";8,85;10,25;6,17;87,83;94,18;81,02;0;26,84;0,32;4,49;17,38;0,54
02/01/20;"MU21";"Beniel";"Los Alamos";8,59;12,52;2,6;88,73;96,9;73,9;0;43,28;0,35;2,65;254,27;0,57
02/01/20;"MU31";"Murcia";"La Vereda";9,1;11,68;7,42;95,45;99,9;81,65;0;33,35;0,6;2,06;173,14;0,56
02/01/20;"MU52";"Murcia";"Cabezo Plata";9,57;12,25;6,41;90,51;98,1;75,23;0;48,03;0,66;4,12;275,27;0,63
02/01/20;"MU62";"Murcia";"La Alberca";9,29;12,54;6,44;81,08;88,42;67,45;0;41,65;0,26;1,59;224,59;0,59
02/01/20;"TP22";"San Javier";"Santiago de la Ribera";10,83;14,92;5,07;78,54;89,93;59,14;0;58,93;0,49;2,35;265,22;0,74
02/01/20;"TP42";"Torre Pacheco";"Torre Blanca";10,76;15,13;5,73;83,3;95,5;64,96;0;60,55;0,71;5,49;273,51;0,77
02/01/20;"TP52";"San Javier";"El Mirador";10,71;13,95;6,11;76,95;92,7;59,28;0;67,34;0,8;3,63;293,99;0,83
02/01/20;"TP73";"Torre Pacheco";"Los Infiernos";9,86;13,07;4,95;82,38;94,03;66,02;0;59,65;0,78;3,33;298,72;0,74
02/01/20;"TP91";"Torre Pacheco";"Torre Pacheco";9,99;14,09;5,25;92,44;99,9;70,65;0;55,2;0,64;3,14;287,6;0,68
03/01/20;"AL31";"Totana";"Lebor";6,93;15,57;2,04;85,68;97,3;56,62;0;117,12;0,85;2,58;268,32;0,89
03/01/20;"AL41";"Alhama";"La Calavera";7,19;15,67;1,31;80,89;91,07;55,11;0;119,23;0,94;5,74;212,93;0,95
03/01/20;"AL52";"Librilla";"Los Palomos";7,94;16,84;2;85,31;97,1;53,05;0;110,72;1,17;4,72;253,93;1,09
03/01/20;"AL62";"Mazarrón";"Cañada Gallego";8,54;13,85;3,95;83,59;90,58;67,19;0;128,16;0,63;3,43;333,15;0,75
03/01/20;"AL91";"Mazarrón";"Leiva";8,03;14,7;2,3;96,22;99,9;79,19;0;119,96;0,96;4,16;257,75;0,73
03/01/20;"CA12";"Cartagena";"La Palma";8,7;15,21;3,87;83,78;92,62;64,92;0,4;119,21;0,51;5,59;195,79;0,72
03/01/20;"CA21";"Murcia";"Corvera";9,03;15,45;4,61;86,36;98,4;62,89;0,21;118,38;1,44;5,22;273,99;1,02
03/01/20;"CA42";"Fuente Alamo";"Balsapintada";7,91;16,16;1,9;93,97;99,9;69,29;0,2;118,01;0,83;3,43;274,1;0,8
03/01/20;"CA52";"Cartagena";"La Aljorra";9,38;16,15;5,11;85,27;96,6;61,43;0,1;121,55;1,54;4,67;256,91;1,11
03/01/20;"CA73";"Cartagena";"Los Belones";11,12;14,03;7,22;85,97;94,23;74,1;0;117,22;1;6;253,85;0,82
03/01/20;"CA91";"Fuente Alamo";"Campillo Abajo";7,55;15,5;2,65;83,72;92,93;58,36;0,1;122,6;0,44;2,96;247,57;0,71
03/01/20;"CI22";"Blanca";"Estación de Blanca";8,86;17,28;2;67,82;89,82;42,17;0;123,76;1,09;6,14;308,19;1,18
03/01/20;"CI32";"Ulea";"Estación Ulea";8,69;17,27;2,43;77,83;99,9;47,6;0;115,78;2,02;6,54;310,75;1,52
03/01/20;"CI42";"Cieza";"La Carrichosa";8,68;17,75;2,14;74,7;96,4;44,3;0;117,54;0,92;5,5;312,53;1,06
03/01/20;"CI52";"Calasparra";"Rotas";8,19;17,01;0,94;71,85;92,22;31,38;0;118,91;0,66;4,94;279,79;0,94
03/01/20;"CI71";"Calasparra";"Llano de las olivericas";8,78;17,44;1,74;77,86;99,9;44,68;0;106,82;1,36;4,69;267,46;1,28
03/01/20;"CR12";"Caravaca";"Barranda";4,84;15,31;-0,65;64,56;84,42;30,46;0;113,98;1,22;3,16;217,78;1,37
03/01/20;"CR32";"Cehegin";"El Chaparral";5,04;15,66;-2,31;79,43;97,45;36,12;0;118,4;0,35;3,04;220,54;0,66
03/01/20;"CR42";"Moratalla";"Venta Ulea";5,98;15,73;-0,56;82,32;99,9;37,09;0;112,47;0,95;3,27;179,34;1,07
03/01/20;"CR52";"Cehegin";"La Torrecica";6,18;15,53;-0,6;73,36;95,93;31,78;0,2;115,42;0,34;2,78;138,61;0,66
03/01/20;"CR61";"Moratalla";"Casas del Rey";10,29;15,9;6,3;46,79;67,7;33,7;0;;0,48;2;;
03/01/20;"JU12";"Jumilla";"Cañada del Judio";7,3;16,76;-0,1;76,93;95,33;43,74;0,2;113,15;1,14;5,98;304,32;1,18
03/01/20;"JU42";"Yecla";"Las Moratillas";5,75;14,55;-1,3;80,87;99,9;46,2;0,19;112,17;1,28;4,23;301,25;1,08
03/01/20;"JU52";"Yecla";"Pinillos";5,52;16,01;-2,85;76,51;99,02;40,8;0,1;115,07;1,02;6,37;331,78;1,08
03/01/20;"JU62";"Jumilla";"Miraflores";6,55;15,68;-1,11;76,33;98,8;38,41;0;121,12;1,02;5,08;342,19;1,07
03/01/20;"JU71";"Jumilla";"Las Encebras";7,88;17,63;0,41;71,7;95,47;31,31;0,1;118,84;1,35;7,68;352,28;1,47
03/01/20;"JU81";"Jumilla";"Roman";7,71;17,19;1,35;71,99;91,22;42,91;0;114,51;0,55;3,23;302,32;0,83
03/01/20;"LO11";"Lorca";"Purias";7,34;16,58;0,97;88,42;99,2;57,51;0,2;117,03;0,62;2,3;123,64;0,82
03/01/20;"LO21";"Lorca";"Pozohiguera";7,9;15,28;3,61;93,54;99,9;66,96;0,2;114,58;1,51;4,18;96,71;0,98
03/01/20;"LO31";"Aguilas";"La Pilica";10,47;14,89;6,24;83,31;93,1;62,42;0;117,72;0,77;2,46;349,81;0,85
03/01/20;"LO41";"Lorca";"La Paca";7,9;17,61;2,69;60,99;78,7;29,4;0;125,77;1,53;3,68;56,19;1,74
03/01/20;"LO51";"Aguilas";"Tebar";9,12;14,9;5,14;86,55;99,9;62,81;0,1;119,39;1,05;4,35;89,86;0,91
03/01/20;"LO61";"Puerto Lumbreras";"El Esparragal";6,85;16,86;-0,27;81,4;95,57;42,92;0,1;125,13;0,67;3,45;231,59;0,93
03/01/20;"ML12";"Mula";"Yechar";8,77;19,7;0,9;73,73;92,3;28,9;0;;0,35;1,6;;0,75
03/01/20;"ML21";"Mula";"Mula";8,38;17,9;0,18;68,29;89,95;35,36;0;122,85;1,41;5,08;276,99;1,5
03/01/20;"MO12";"Torres de Cotillas";"Pilica";8,83;17,96;2,93;87,05;99,8;48,14;0,2;120,14;1,05;3,56;242,04;1,12
03/01/20;"MO22";"Molina Segura";"Campotejar";9,5;17,45;3,61;66,99;88,7;39,76;0;115,86;2,36;6,64;329,97;1,92
03/01/20;"MO31";"Molina Segura";"El Llano";8,62;18,04;1,79;83,47;99,9;45,94;0;112,5;0,24;2,06;86,56;0,63
03/01/20;"MO41";"Abanilla";"La Jaira";7,77;17,02;2,34;76,02;91,67;44,8;0,1;112,17;0,81;3,92;263,27;0,99
03/01/20;"MO51";"Fortuna";"Charco Taray";8,9;18;3,43;80,16;99,1;47,16;0;119,8;1,13;4;299,26;1,17
03/01/20;"MO62";"Ojós";"Loma del Aire";9,21;16,29;3,35;78,75;99,3;55,27;0,1;109,81;0,52;4,21;340,25;0,75
03/01/20;"MU21";"Beniel";"Los Alamos";8,18;17,99;3,25;85,56;97,3;49,72;0;112,32;0,75;3,71;242,43;0,95
03/01/20;"MU31";"Murcia";"La Vereda";9,1;17,6;4,22;89,09;99,9;53,34;0;103,01;0,9;3,65;218,82;0,99
03/01/20;"MU52";"Murcia";"Cabezo Plata";9,45;18,52;4,51;85,45;99,9;42,89;0,1;106,9;0,36;2,57;265,61;0,75
03/01/20;"MU62";"Murcia";"La Alberca";9,62;18,29;4,55;76,13;89,12;39,85;0;109,29;0,29;1,92;254,3;0,69
03/01/20;"TP22";"San Javier";"Santiago de la Ribera";8,82;16,19;3,19;82,56;92,2;58,98;0;117,16;0,74;3,94;263,71;0,85
03/01/20;"TP42";"Torre Pacheco";"Torre Blanca";9,28;16,87;3,11;85,99;94,95;63,59;0;114,03;1,16;5,19;258,26;0,99
03/01/20;"TP52";"San Javier";"El Mirador";8,81;16,66;3,22;84,38;95,53;56,72;0,1;121,84;1,03;4,37;295,38;1
03/01/20;"TP73";"Torre Pacheco";"Los Infiernos";8,24;15,6;2,58;86,25;95,62;62,4;0;123,35;1,18;4,21;288,84;0,96
03/01/20;"TP91";"Torre Pacheco";"Torre Pacheco";8,71;16,49;3,61;92,97;99,9;67,14;0,2;118,34;0,85;4,31;288,85;0,83
04/01/20;"AL31";"Totana";"Lebor";6,98;13,99;2,23;85,73;97,6;64,03;0,2;86,24;0,93;3,06;265,67;0,81
04/01/20;"AL41";"Alhama";"La Calavera";7,84;12,94;1,82;76,52;88,43;57,68;0;89,01;1,08;4,63;353,16;0,91
04/01/20;"AL52";"Librilla";"Los Palomos";8,34;12,47;3,37;81,3;94,9;63,82;0,2;71,7;0,57;2,6;47,83;0,68
04/01/20;"AL62";"Mazarrón";"Cañada Gallego";10,62;14,14;6,58;75,15;87,97;63,1;0;58,68;1,13;5,1;359,28;0,94
04/01/20;"AL91";"Mazarrón";"Leiva";10,08;14,38;5,06;93,79;99,9;75,15;0;58,67;0,75;5,19;311,51;0,69
04/01/20;"CA12";"Cartagena";"La Palma";9,8;15,17;5,31;80,92;91,12;62,77;0;105,84;0,45;4,21;353,54;0,73
04/01/20;"CA21";"Murcia";"Corvera";9,57;14,09;6,59;78,89;92,1;63,2;0;95,3;2,14;5,85;349,36;1,18
04/01/20;"CA42";"Fuente Alamo";"Balsapintada";9,52;15,58;3,74;93,8;99,9;70,3;0;83,62;0,8;3,36;314,09;0,77
04/01/20;"CA52";"Cartagena";"La Aljorra";10,08;14,64;5,67;83,31;97,1;66,03;0;87,81;1,1;3,09;313,89;0,87
04/01/20;"CA73";"Cartagena";"Los Belones";10,96;13,93;7,98;84,92;95,5;72,96;0;68,4;1,22;4,47;335,57;0,83
04/01/20;"CA91";"Fuente Alamo";"Campillo Abajo";9,02;14,3;5,16;80,37;91,9;61,63;0;77,69;0,47;3,16;235,22;0,71
04/01/20;"CI22";"Blanca";"Estación de Blanca";7,89;14,03;3,15;69,7;84,83;50,58;0;124,59;1,09;5,53;293,69;1
04/01/20;"CI32";"Ulea";"Estación Ulea";7,53;14,32;3,02;79,03;93,5;55,46;0;115,37;2,13;6,34;327,31;1,29
04/01/20;"CI42";"Cieza";"La Carrichosa";6,3;14,03;0,1;81,39;96,92;54,57;0;120,1;0,35;2,5;253,58;0,61
04/01/20;"CI52";"Calasparra";"Rotas";5,43;13,72;-0,39;78,58;90,68;52,96;0;117,28;0,41;2,65;357,43;0,63
04/01/20;"CI71";"Calasparra";"Llano de las olivericas";6,86;13,52;2,63;84,72;98,98;57,38;0;107,92;0,89;3,36;283,78;0,81
04/01/20;"CR12";"Caravaca";"Barranda";3,02;9,15;-1,73;83,85;92,97;65,43;0;112,84;0,86;3,49;203,32;0,68
04/01/20;"CR32";"Cehegin";"El Chaparral";3,27;12,46;-2,89;84;94,08;58,2;0,1;117,71;0,44;4,12;195,59;0,61
04/01/20;"CR42";"Moratalla";"Venta Ulea";4,77;12,23;0,3;89,78;99,9;64,12;0,2;113,82;1,2;3,39;173,12;0,8
04/01/20;"CR52";"Cehegin";"La Torrecica";5,14;12,19;0,24;83,33;94,97;57,96;0;106,98;0,3;3,08;131,92;0,58
04/01/20;"CR61";"Moratalla";"Casas del Rey";5,33;9,5;2;80;99,9;64,4;0;;0,7;3,1;;
04/01/20;"JU12";"Jumilla";"Cañada del Judio";5,39;13,02;-0,59;79,54;92,63;55,47;0;114,05;0,79;3,43;5,05;0,79
04/01/20;"JU42";"Yecla";"Las Moratillas";4,49;12,42;-1,26;84,72;99,9;53,66;0,1;109,71;0,99;4,01;295,5;0,82
04/01/20;"JU52";"Yecla";"Pinillos";4,03;12,29;-2,07;82,25;96,73;52,77;0;110,89;0,62;3,43;273,64;0,69
04/01/20;"JU62";"Jumilla";"Miraflores";4,65;12,16;-1;83,2;95,53;57,48;0;118,59;0,75;3,67;333,63;0,72
04/01/20;"JU71";"Jumilla";"Las Encebras";5,3;13,34;-0,62;78,6;93,47;53,41;0;116,56;0,85;4,29;341,04;0,82
04/01/20;"JU81";"Jumilla";"Roman";5,12;13,2;-0,58;77,34;89,48;54,43;0;113,62;0,64;3,82;262,85;0,73
04/01/20;"LO11";"Lorca";"Purias";7,4;12,29;3,82;86,24;96,3;71;0;48,82;0,87;3,07;77,35;0,7
04/01/20;"LO21";"Lorca";"Pozohiguera";7,89;11,5;4,63;93,89;99,9;75,6;0;32,08;1,57;4,35;55,12;0,72
04/01/20;"LO31";"Aguilas";"La Pilica";11,94;14,55;8,11;78,44;89,4;67,4;0;39,5;0,8;2,97;333,34;0,81
04/01/20;"LO41";"Lorca";"La Paca";4,93;10,08;-0,11;84,4;94;68,42;0;66,73;1,3;4,9;48,29;0,76
04/01/20;"LO51";"Aguilas";"Tebar";9,79;12,36;7,35;82,22;94,05;67,52;0;31,89;1,4;5,39;21,29;0,87
04/01/20;"LO61";"Puerto Lumbreras";"El Esparragal";7,3;12,14;3,66;82,45;92,18;66,23;0;54,82;0,57;3,06;230,65;0,68
04/01/20;"ML12";"Mula";"Yechar";6,46;15,7;0;78,85;92,8;44,3;0;;0,61;2,3;;0,83
04/01/20;"ML21";"Mula";"Mula";7,3;14,25;3,12;75,59;86,62;54;0;124,83;1,72;4,22;254,65;1,24
04/01/20;"MO12";"Torres de Cotillas";"Pilica";9,05;14,01;5,61;83,86;98;64,07;0;120,19;1,01;3,98;253,64;0,84
04/01/20;"MO22";"Molina Segura";"Campotejar";8,51;14,95;4,75;67,51;84,4;48,07;0;115,57;2,24;7,25;342,41;1,58
04/01/20;"MO31";"Molina Segura";"El Llano";8,03;15,57;2,13;82,14;99,9;50,57;0;112,6;0,31;2,94;339,06;0,64
04/01/20;"MO41";"Abanilla";"La Jaira";8,76;14,86;5,46;70,98;83,73;49,12;0;110,67;1,04;3,63;289,75;1,05
04/01/20;"MO51";"Fortuna";"Charco Taray";8,82;14,88;5,89;77,25;94,3;53,71;0;118,93;1,27;4,83;305,38;1,06
04/01/20;"MO62";"Ojós";"Loma del Aire";9,28;14,27;5,59;75,35;89,48;57,8;0;106,86;0,67;3,43;292,75;0,8
04/01/20;"MU21";"Beniel";"Los Alamos";8,64;15,41;2,38;81,59;97,3;58,2;0;115,28;0,91;4,38;232,12;0,88
04/01/20;"MU31";"Murcia";"La Vereda";9,33;13,47;5,62;84,6;99,5;63,55;0;64,53;0,6;2,41;128,73;0,71
04/01/20;"MU52";"Murcia";"Cabezo Plata";10,32;15,94;7,22;76,38;94,08;54,15;0;118,37;0,76;5,31;254,64;0,9
